id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
8326,望馨花园,朝阳,720,68273元/平米,3室1厅1厨1卫,高楼层 (共28层),105.46㎡,平层,88.72㎡,塔楼,东南 北,钢混结构,精装,三梯十户,自供暖,有,70年,2019-06-10,一类经济适用房,2003-09-20,普通住宅,满五年,非共有,"
                                有抵押 100万元 业主自还
                              ",已上传房本照片
8327,金地格林格林,通州,239,43392元/平米,1室1厅1厨1卫,中楼层 (共18层),55.08㎡,平层,42.3㎡,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,70年,2019-04-07,商品房,2016-12-20,普通住宅,满两年,非共有,"
                                有抵押 61万元 北京银行 客户偿还
                              ",已上传房本照片
8328,安慧里二区,朝阳,479,68021元/平米,2室1厅1厨1卫,低楼层 (共18层),70.42㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯十九户,集中供暖,有,70年,2019-09-10,已购公房,2000-02-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8329,老山东里,石景山,328,53247元/平米,3室1厅1厨1卫,高楼层 (共6层),61.6㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,70年,2019-08-26,商品房,2016-03-25,普通住宅,满两年,非共有,"
                                有抵押 100万元 兴业银行 客户偿还
                              ",已上传房本照片
8330,成和园,大兴,385,41041元/平米,2室1厅1厨1卫,低楼层 (共9层),93.81㎡,平层,76.58㎡,板塔结合,南 北,钢混结构,简装,一梯四户,自供暖,有,70年,2019-02-18,商品房,2009-09-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8331,碧桂园小区C区,房山,328,23696元/平米,3室2厅1厨2卫,底层 (共16层),138.42㎡,平层,115.11㎡,板塔结合,南,钢混结构,简装,两梯四户,自供暖,有,70年,2019-01-17,商品房,2017-03-02,普通住宅,满两年,非共有,"
                                有抵押 90万元
                              ",已上传房本照片
8332,文体路乙11号院,丰台,690,58930元/平米,3室1厅1厨1卫,顶层 (共18层),117.09㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯九户,集中供暖,有,70年,2019-07-09,已购公房,2003-06-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8333,西潞苑小区,通州,330,40576元/平米,2室1厅1厨1卫,中楼层 (共6层),81.33㎡,平层,69.37㎡,板楼,东 南 北,混合结构,简装,一梯三户,集中供暖,无,70年,2018-05-12,商品房,2004-06-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8334,北一街8号,昌平,1300,36383元/平米,4室3厅1厨3卫,底层 (共2层),357.31㎡,暂无数据,东 西,钢混结构,其他,联排,自供暖,70年,null,null,2019-11-02,商品房,2017-03-03,别墅,满两年,非共有,"
                                有抵押 200万元 银行
                              ",已上传房本照片
8335,燕山水泥厂,石景山,274,38500元/平米,2室1厅1厨1卫,中楼层 (共6层),71.17㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,70年,2019-11-28,已购公房,2007-07-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8336,亦庄北岸,大兴,345,41864元/平米,2室1厅1厨1卫,底层 (共15层),82.41㎡,平层,67.97㎡,板塔结合,南,钢混结构,简装,两梯四户,自供暖,有,70年,2019-05-23,商品房,2009-04-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8337,月季园东里,门头沟,205,35709元/平米,2室1厅1厨1卫,顶层 (共6层),57.41㎡,平层,40.17㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2018-08-29,已购公房,2006-10-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8338,天通苑东一区,昌平,349,41302元/平米,2室1厅1厨1卫,中楼层 (共7层),84.5㎡,平层,68.13㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-11-11,商品房,2010-05-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8339,定慧北里,海淀,416,80000元/平米,2室1厅1厨1卫,低楼层 (共6层),52㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-11-19,已购公房,2000-10-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8340,新里西斯莱公馆,大兴,680,54301元/平米,3室1厅1厨2卫,低楼层 (共18层),125.23㎡,平层,96.58㎡,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,2019-11-17,商品房,2015-02-11,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
8341,广外南街50号院,西城,540,75335元/平米,2室1厅1厨1卫,底层 (共22层),71.68㎡,平层,51.74㎡,塔楼,东 西,钢混结构,简装,两梯七户,集中供暖,有,70年,2018-05-18,商品房,2012-03-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8342,三嘉信苑,海淀,268,43046元/平米,2室1厅1厨1卫,中楼层 (共6层),62.26㎡,平层,暂无数据,板塔结合,南 北,混合结构,精装,一梯两户,自供暖,暂无数据,70年,2019-09-14,一类经济适用房,2013-06-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8343,承泽苑,门头沟,255,34151元/平米,2室1厅1厨1卫,顶层 (共6层),74.67㎡,平层,67.45㎡,板楼,南 北,混合结构,其他,一梯两户,集中供暖,无,70年,2019-06-28,商品房,2007-06-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8344,阜成路95号院,海淀,590,84528元/平米,2室1厅1厨1卫,高楼层 (共6层),69.8㎡,平层,60㎡,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2019-11-24,已购公房,2001-07-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8345,翠谷玉景,石景山,265,53449元/平米,1室1厅1厨1卫,顶层 (共6层),49.58㎡,平层,44.05㎡,板楼,东,钢混结构,简装,一梯两户,集中供暖,无,70年,2019-10-21,一类经济适用房,2005-06-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8346,后现代城C区,朝阳,587,54824元/平米,3室1厅1厨2卫,中楼层 (共18层),107.07㎡,复式,82.68㎡,板塔结合,东南,钢混结构,精装,两梯十二户,集中供暖,有,70年,2019-08-14,商品房,2016-12-13,普通住宅,满两年,非共有,"
                                有抵押 390万元
                              ",已上传房本照片
8347,玉海园一里,海淀,570,72557元/平米,2室1厅1厨1卫,中楼层 (共6层),78.56㎡,平层,暂无数据,板楼,东南,混合结构,简装,一梯四户,集中供暖,无,70年,2019-03-17,已购公房,2001-08-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8348,大井胡同,西城,930,141769元/平米,3室1厅1厨1卫,中楼层 (共6层),65.6㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2019-03-19,商品房,2016-07-14,普通住宅,满两年,非共有,"
                                有抵押 280万元
                              ",已上传房本照片
8349,金隅万科城一期,昌平,360,39182元/平米,2室1厅1厨1卫,低楼层 (共22层),91.88㎡,平层,71.44㎡,板塔结合,南 北,钢混结构,其他,两梯四户,集中供暖,有,70年,2018-11-24,商品房,2011-05-17,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片
8350,远洋山水,石景山,821,73706元/平米,2室1厅1厨2卫,高楼层 (共26层),111.39㎡,平层,89.73㎡,板塔结合,南,钢混结构,简装,两梯六户,集中供暖,有,70年,2019-06-22,商品房,2006-07-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8351,冠城名敦道,东城,1400,96940元/平米,2室2厅1厨1卫,底层 (共27层),144.42㎡,平层,107.56㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,70年,2018-02-08,商品房,2011-09-05,普通住宅,满五年,非共有,"
                                有抵押 农业银行 业主自还
                              ",已上传房本照片
8352,富力城A区,朝阳,1100,96721元/平米,3室1厅1厨2卫,低楼层 (共26层),113.73㎡,平层,91.82㎡,板塔结合,南,钢混结构,简装,两梯八户,集中供暖,有,70年,2019-11-14,商品房,2006-11-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8353,众美城,大兴,249,31704元/平米,2室1厅1厨1卫,中楼层 (共9层),78.54㎡,平层,65.86㎡,板楼,南 北,钢混结构,精装,三梯四户,集中供暖,有,70年,2019-09-21,商品房,2017-01-10,普通住宅,满两年,共有,"
                                有抵押 50万元
                              ",已上传房本照片
8354,铸造村,石景山,260,37551元/平米,2室1厅1厨1卫,低楼层 (共16层),69.24㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯七户,集中供暖,有,70年,2019-09-16,已购公房,2002-04-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8355,馨港庄园三区,顺义,199,30093元/平米,1室1厅1厨1卫,高楼层 (共6层),66.13㎡,平层,57.92㎡,板楼,西南,混合结构,简装,一梯四户,集中供暖,无,70年,2019-12-02,商品房,2005-01-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8356,富力又一城B区,朝阳,480,54256元/平米,2室2厅1厨1卫,中楼层 (共18层),88.47㎡,平层,70.33㎡,板楼,南 北,钢混结构,精装,两梯三户,自供暖,有,70年,2019-11-21,商品房,2017-02-28,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
8357,智汇雅苑,房山,320,36422元/平米,2室1厅1厨1卫,中楼层 (共16层),87.86㎡,平层,72.51㎡,板塔结合,南,钢混结构,其他,两梯四户,自供暖,有,70年,2019-11-25,商品房,2017-06-01,普通住宅,满两年,共有,"
                                有抵押 45万元 公积金
                              ",已上传房本照片
8358,兴化西里,东城,690,92780元/平米,3室1厅1厨1卫,中楼层 (共5层),74.37㎡,平层,71.05㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-04-18,商品房,2005-04-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8359,嘉业大厦,丰台,489,55380元/平米,2室1厅1厨1卫,低楼层 (共10层),88.3㎡,平层,74.28㎡,板塔结合,西,钢混结构,其他,一梯四户,集中供暖,有,70年,2019-03-04,商品房,2016-03-28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
8360,惠民家园,门头沟,210,38287元/平米,1室1厅1厨1卫,顶层 (共9层),54.85㎡,平层,45.52㎡,板楼,南,钢混结构,简装,一梯四户,集中供暖,有,70年,2019-02-17,二类经济适用房,2011-07-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8361,本家润园一期,东城,1760,111393元/平米,3室1厅1厨2卫,低楼层 (共10层),158㎡,平层,134.63㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,70年,2019-11-20,商品房,2006-07-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8362,华龙小区,通州,315,41502元/平米,2室1厅1厨1卫,中楼层 (共6层),75.9㎡,平层,66.46㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-08-26,商品房,2003-04-15,普通住宅,满五年,非共有,"
                                有抵押 230万元
                              ",已上传房本照片
8363,西直门南大街,西城,755,121188元/平米,2室1厅1厨1卫,高楼层 (共16层),62.3㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,两梯七户,集中供暖,有,70年,2019-11-12,商品房,2014-01-26,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片
8364,北洼西里,海淀,530,89031元/平米,2室1厅1厨1卫,低楼层 (共18层),59.53㎡,平层,41.69㎡,塔楼,南,钢混结构,简装,两梯七户,集中供暖,有,70年,2018-07-27,央产房,2005-12-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8365,望泉家园,顺义,405,33184元/平米,3室1厅1厨2卫,顶层 (共6层),122.05㎡,平层,109.07㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2018-12-19,商品房,2003-05-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8366,前桃园1号,西城,666,114630元/平米,2室1厅1厨1卫,中楼层 (共6层),58.1㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2018-07-13,已购公房,2000-02-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8367,安慧里二区,朝阳,530,66869元/平米,3室1厅1厨1卫,低楼层 (共25层),79.26㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯八户,集中供暖,有,70年,2019-11-19,商品房,2009-03-16,普通住宅,满五年,非共有,"
                                有抵押 25万元 业主自还
                              ",已上传房本照片
8368,随园,昌平,330,36614元/平米,2室1厅1厨2卫,低楼层 (共9层),90.13㎡,平层,76.78㎡,板楼,南 北,钢混结构,简装,一梯四户,自供暖,有,70年,2019-09-28,商品房,2012-10-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8369,福盈家园,朝阳,360,48880元/平米,2室1厅1厨1卫,中楼层 (共20层),73.65㎡,平层,57.44㎡,板塔结合,南,钢混结构,简装,两梯六户,自供暖,有,70年,2019-09-18,限价商品房,2013-11-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8370,南露园,西城,798,103101元/平米,2室1厅1厨1卫,高楼层 (共6层),77.4㎡,平层,50.76㎡,板楼,南,混合结构,简装,一梯三户,集中供暖,无,70年,2019-09-15,商品房,2013-03-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8371,幸福家园二期,东城,1780,92463元/平米,4室1厅1厨2卫,高楼层 (共18层),192.51㎡,平层,153.26㎡,板楼,东南 北,钢混结构,精装,两梯六户,集中供暖,有,70年,2019-03-27,商品房,2005-09-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8372,东方太阳城,顺义,389,36957元/平米,2室2厅1厨1卫,高楼层 (共6层),105.26㎡,平层,91.84㎡,板楼,南 北,混合结构,精装,一梯两户,集中供暖,有,70年,2018-11-15,商品房,2011-07-28,普通住宅,满五年,非共有,"
                                有抵押 50万元 交通银行 业主自还
                              ",已上传房本照片
8373,西悦欣居,房山,299,33751元/平米,2室1厅1厨1卫,中楼层 (共21层),88.59㎡,暂无数据,70.48㎡,板塔结合,南 北,钢混结构,简装,两梯四户,集中供暖,有,70年,2019-10-06,限价商品房,2014-03-06,普通住宅,满五年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片
8374,禾香雅园,房山,315,34900元/平米,2室1厅1厨1卫,底层 (共8层),90.26㎡,平层,75.34㎡,板楼,南 北,钢混结构,其他,一梯两户,自供暖,有,70年,2019-11-15,商品房,2014-04-01,普通住宅,满五年,非共有,"
                                有抵押 50万元 公积金 客户偿还
                              ",已上传房本照片
8375,华龙美晟,东城,550,71840元/平米,2室1厅1厨1卫,低楼层 (共12层),76.56㎡,平层,63.33㎡,板塔结合,西,钢混结构,简装,一梯四户,自供暖,有,70年,2018-07-09,商品房,2014-09-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8376,大方居,通州,275,30397元/平米,2室1厅1厨1卫,中楼层 (共22层),90.47㎡,平层,71.84㎡,板塔结合,西,钢混结构,简装,两梯六户,集中供暖,有,70年,2018-07-09,限价商品房,2012-04-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8377,石园北区,顺义,230,33190元/平米,1室1厅1厨1卫,顶层 (共6层),69.3㎡,平层,60.09㎡,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2019-11-12,商品房,2016-04-07,普通住宅,满两年,共有,"
                                有抵押 70万元 中国银行 客户偿还
                              ",已上传房本照片
8378,绿岛家园,门头沟,320,32455元/平米,2室2厅1厨1卫,顶层 (共6层),98.6㎡,平层,85.28㎡,板楼,南 北,混合结构,精装,一梯两户,自供暖,无,70年,2018-09-30,商品房,2013-04-19,普通住宅,满五年,共有,"
                                有抵押 80万元
                              ",已上传房本照片
8379,顺六条,丰台,355,52616元/平米,2室1厅1厨1卫,低楼层 (共6层),67.47㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯三户,集中供暖,无,70年,2019-10-30,已购公房,2004-09-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8380,瑞都公园世家南区,通州,630,49634元/平米,3室2厅1厨2卫,低楼层 (共15层),126.93㎡,平层,100.5㎡,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,70年,2018-11-01,商品房,2009-05-11,普通住宅,满五年,非共有,"
                                有抵押 500万元
                              ",已上传房本照片
8381,顺鑫花语,顺义,330,34426元/平米,2室1厅1厨2卫,中楼层 (共10层),95.86㎡,平层,暂无数据,板塔结合,南 北,混合结构,精装,一梯三户,集中供暖,有,70年,2019-11-15,商品房,2016-01-20,普通住宅,满两年,非共有,"
                                有抵押 50万元 建设银行 客户偿还
                              ",已上传房本照片
8382,长阳半岛3号院,房山,626,45892元/平米,4室2厅1厨2卫,低楼层 (共9层),136.41㎡,平层,113.72㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,70年,2019-05-27,商品房,2015-04-01,普通住宅,满两年,非共有,"
                                有抵押 200万元 光大银行 客户偿还
                              ",已上传房本照片
8383,加州水郡四期,房山,238,36215元/平米,1室1厅1厨1卫,中楼层 (共11层),65.72㎡,平层,55.81㎡,塔楼,南,钢混结构,其他,一梯六户,自供暖,有,70年,2019-11-19,商品房,2014-06-24,普通住宅,满五年,非共有,"
                                有抵押 20万元 工商银行
                              ",已上传房本照片
8384,新桥大街26号院,门头沟,210,31527元/平米,2室1厅1厨1卫,底层 (共5层),66.61㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,70年,2019-09-05,已购公房,1999-07-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8385,冯村信园小区,门头沟,259,35953元/平米,2室1厅1厨1卫,顶层 (共6层),72.04㎡,平层,50.32㎡,板楼,北 南,混合结构,简装,一梯两户,集中供暖,无,70年,2019-09-05,已购公房,2006-05-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8386,政馨园二区,丰台,418,50815元/平米,2室1厅1厨1卫,中楼层 (共21层),82.26㎡,平层,63.97㎡,板塔结合,西北,钢混结构,简装,三梯十户,自供暖,有,70年,2019-09-03,一类经济适用房,2005-07-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8387,中海紫御公馆,东城,615,99741元/平米,1室2厅1厨1卫,中楼层 (共22层),61.66㎡,平层,48.02㎡,板塔结合,东北,钢混结构,精装,两梯六户,集中供暖,有,70年,2019-03-18,商品房,2016-05-31,普通住宅,满两年,非共有,"
                                有抵押 70万元
                              ",已上传房本照片
8388,和谐家园二区,昌平,510,41113元/平米,3室1厅1厨2卫,中楼层 (共6层),124.05㎡,平层,113.11㎡,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,70年,2019-11-02,商品房,2006-10-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8389,京原路5号院,石景山,439.9,52551元/平米,3室1厅1厨1卫,高楼层 (共12层),83.71㎡,平层,60.02㎡,板塔结合,西南 北,混合结构,其他,两梯十二户,集中供暖,有,70年,2019-06-22,商品房,1994-01-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
8390,石园北区,顺义,365,40044元/平米,3室1厅1厨1卫,高楼层 (共16层),91.15㎡,平层,74.32㎡,板楼,南 北,混合结构,精装,三梯两户,集中供暖,有,70年,2018-07-20,商品房,2013-05-08,普通住宅,满五年,共有,"
                                有抵押 35万元 建设银行当时公积金贷款 业主自还
                              ",已上传房本照片
8391,西局欣园南区,丰台,626,71996元/平米,2室1厅1厨1卫,低楼层 (共15层),86.95㎡,平层,72.83㎡,板塔结合,南 西 北,钢混结构,精装,一梯三户,自供暖,有,70年,2018-11-18,商品房,2013-03-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8392,阳春光华家园,海淀,1000,114338元/平米,2室1厅1厨1卫,低楼层 (共16层),87.46㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯八户,集中供暖,有,70年,2019-10-17,商品房,2013-12-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8393,复兴路61号院,海淀,1068,117622元/平米,4室1厅1厨1卫,中楼层 (共5层),90.8㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-12-06,商品房,2015-01-19,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
8394,清华东路27号院,海淀,700,75594元/平米,3室1厅1厨1卫,高楼层 (共7层),92.6㎡,复式,70㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-02-24,商品房,2009-06-23,普通住宅,满五年,非共有,"
                                有抵押 280万元 客户偿还
                              ",已上传房本照片
8395,国家气象局,海淀,835,112854元/平米,3室1厅1厨1卫,低楼层 (共6层),73.99㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,70年,2019-10-04,商品房,2011-12-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8396,北街家园五区,昌平,410,46052元/平米,3室1厅1厨1卫,中楼层 (共18层),89.03㎡,平层,68.94㎡,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,70年,2019-11-22,商品房,2011-09-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8397,前泥洼小区,丰台,265,55060元/平米,1室1厅1厨1卫,顶层 (共12层),48.13㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯八户,集中供暖,有,70年,2019-09-01,已购公房,2001-12-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8398,翡翠城三期,大兴,1000,58279元/平米,3室2厅1厨3卫,底层 (共3层),171.59㎡,复式,164.71㎡,板楼,南 北,混合结构,精装,一梯七户,自供暖,无,70年,2018-05-06,商品房,2007-03-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8399,阳光邑上,房山,520,44061元/平米,3室2厅1厨2卫,低楼层 (共6层),118.02㎡,平层,101.95㎡,板楼,东南,钢混结构,简装,一梯五户,自供暖,有,70年,2017-06-07,商品房,2013-10-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8400,首开熙悦睿府书香,房山,310,36283元/平米,2室1厅1厨1卫,低楼层 (共16层),85.44㎡,平层,65.13㎡,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,70年,2019-10-12,商品房,2015-06-30,普通住宅,满两年,非共有,"
                                有抵押 20万元 北京银行 客户偿还
                              ",已上传房本照片
8401,时代龙和,大兴,900,39848元/平米,5室2厅1厨2卫,顶层 (共15层),225.86㎡,跃层,190.47㎡,板楼,南 北,钢混结构,其他,一梯两户,自供暖,有,70年,2019-12-01,商品房,2008-08-25,普通住宅,满五年,非共有,"
                                有抵押 420万元 兴业银行 客户偿还
                              ",已上传房本照片
8402,新景家园东区,东城,1090,101994元/平米,2室1厅1厨1卫,中楼层 (共12层),106.87㎡,平层,84.12㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,70年,2018-03-23,商品房,2015-08-20,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
8403,峪园小区,门头沟,328,29019元/平米,2室1厅1厨1卫,中楼层 (共6层),113.03㎡,平层,60.99㎡,板楼,南 北,混合结构,其他,一梯两户,集中供暖,无,70年,2019-05-07,已购公房,1998-11-12,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片
8404,新风街,西城,820,153272元/平米,2室1厅1厨1卫,中楼层 (共5层),53.5㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,70年,2019-09-03,已购公房,2007-10-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8405,北辰墅院1900,顺义,1000,38391元/平米,4室2厅1厨3卫,底层 (共3层),260.48㎡,242.5㎡,南 北,钢混结构,毛坯,联排,自供暖,70年,null,null,2018-06-08,商品房,2019-06-28,别墅,未满两年,非共有,"
                                有抵押 300万元 建设 客户偿还
                              ",已上传房本照片
8406,龙湾别墅,顺义,2200,57577元/平米,4室2厅1厨4卫,地下室 (共3层),382.1㎡,复式,382.1㎡,暂无数据,东 南 西 北,砖混结构,其他,一梯一户,暂无数据,暂无数据,未知,2019-11-26,商品房,2015-07-01,普通住宅,满两年,共有,"
                                有抵押 200万元 兴业银行 客户偿还
                              ",已上传房本照片
8407,德国印象,顺义,1950,51226元/平米,5室2厅1厨4卫,底层 (共3层),380.67㎡,暂无数据,南 北,砖混结构,其他,暂无数据,暂无数据,未知,null,null,2019-08-31,商品房,2016-08-16,别墅,满两年,共有,"
                                暂无数据
                              ",已上传房本照片
8408,长阳半岛怡和路1号院,房山,405,40255元/平米,3室1厅1厨1卫,底层 (共20层),100.61㎡,平层,78.24㎡,板楼,东南 北,钢混结构,精装,两梯四户,集中供暖,有,70年,2019-04-16,商品房,2016-02-05,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
8409,永兴嘉园,门头沟,490,35237元/平米,3室2厅1厨2卫,中楼层 (共14层),139.06㎡,平层,暂无数据,塔楼,南 西,钢混结构,简装,两梯八户,集中供暖,有,70年,2019-08-23,商品房,2007-03-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8410,古城路小区,石景山,312,46918元/平米,3室1厅1厨1卫,底层 (共5层),66.5㎡,平层,暂无数据,板楼,南 东 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-08-28,已购公房,1998-07-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8411,万方苑,海淀,1249,101200元/平米,3室2厅1厨2卫,底层 (共14层),123.42㎡,平层,100.86㎡,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,2019-11-05,商品房,2003-12-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8412,东方太阳城,顺义,335,31851元/平米,2室2厅1厨1卫,低楼层 (共6层),105.18㎡,平层,91.78㎡,板楼,南 北,混合结构,毛坯,一梯两户,集中供暖,有,70年,2019-03-16,商品房,2016-07-12,普通住宅,满两年,非共有,"
                                有抵押 60万元 交通银行亚运村支行 客户偿还
                              ",已上传房本照片
8413,金泰丽湾悦栖山,门头沟,580,44040元/平米,3室1厅1厨2卫,中楼层 (共19层),131.7㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,70年,2019-03-09,商品房,2017-10-09,普通住宅,满两年,非共有,"
                                有抵押 306万元 招商银行 客户偿还
                              ",已上传房本照片
8414,裕龙五区,顺义,372,38252元/平米,2室1厅1厨1卫,高楼层 (共20层),97.25㎡,平层,83.5㎡,板塔结合,南,混合结构,精装,一梯四户,集中供暖,有,70年,2018-10-10,商品房,2005-10-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
8415,长阳国际城一区,房山,365,41049元/平米,3室1厅1厨1卫,中楼层 (共20层),88.92㎡,平层,70.34㎡,板塔结合,南 北,钢混结构,其他,两梯四户,自供暖,有,70年,2019-05-31,商品房,2016-09-30,普通住宅,满两年,共有,"
                                有抵押 100万元
                              ",已上传房本照片
8416,惠泽家园,门头沟,255,29372元/平米,2室1厅1厨1卫,中楼层 (共6层),86.82㎡,平层,75.39㎡,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,无,70年,2019-10-10,二类经济适用房,2013-03-13,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片
